Taille;R1;R2;R3;R4;R5;R6Taille;R1;R2;R3;R4;R5;R610000;19536;45;35;19;112;2229;
Taille;R1;R2;R3;R4;R5;R610000;19536;45;35;19;112;2229;
50000;96844;39;35;18;100;19361;
Taille;R1;R2;R3;R4;R5;R610000;19536;45;35;19;112;2229;
50000;96844;39;35;18;100;19361;
100000;196543;45;38;17;103;41868;
Taille;R1;R2;R3;R4;R5;R610000;19536;45;35;19;112;2229;
50000;96844;39;35;18;100;19361;
100000;196543;45;38;17;103;41868;
200000;392925;50;36;18;102;85244;
